Lead ID,Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes,Email 1 Valid,Email 2 Valid,Email,Email Domain,Phone 1 Valid,Phone 2 Valid,Phone,Website Domain,Company Lead Count,Data Completeness Score,Lead Quality,AI Industry,AI Company Type,AI Summary
368,368,45AC1e308B9E00C,Jimmy Duran,Dalton,Daugherty,Chung and Sons,8729160602 ext 539,8749151313,villegaseduardo@chase.biz,shawnmcmahon@webster-matthews.com,kirk.biz,Partner Program,Closed Won,Best weight should Mr speak especially degree bill.,True,True,villegaseduardo@chase.biz,chase.biz,True,True,8729160602 ext 539,kirk.biz,1,100.0,High,Unknown,Unknown,"There is insufficient information provided to determine the industry, company type, or business activities of Chung and Sons."
369,369,56DEBf79C6Cbc4F,Rachel Odonnell,Kimberly,Moses,"Roth, Wright and Nunez",6752291041,4754865271 ext 70733,moyercarolyn@lindsey.info,julian55@sanders.com,whitney.com,Content Marketing,Disqualified,Never wrong must station better matter serve.,True,True,moyercarolyn@lindsey.info,lindsey.info,True,True,6752291041,whitney.com,1,100.0,High,Unknown,Unknown,"There is insufficient information available to determine the industry or company type of Roth, Wright and Nunez."
370,370,C0BC4ECfcc0c0A3,Mike Harrington,Colleen,Townsend,Willis-Valenzuela,0016817178625,6923834092 ext 64676,garrett72@yoder.net,huntercarmen@hull.org,bennett-ritter.com,Social Media,Contacted,Manager any fly never yet attention page.,True,True,garrett72@yoder.net,yoder.net,True,True,0016817178625,bennett-ritter.com,1,100.0,High,Unknown,Unknown,There is insufficient information available regarding Willis-Valenzuela to determine its industry or company type.
371,371,0aFBEAD8D51FE99,Megan Richardson,Annette,Pham,Fitzgerald Inc,7307914090 ext 293,0012959798913 ext 7529,andresbrooks@garrett.com,alisha40@carpenter.com,noble.org,Partner Program,Closed Won,Myself really win laugh rich light inside.,True,True,andresbrooks@garrett.com,garrett.com,True,False,7307914090 ext 293,noble.org,1,100.0,High,Unknown,Unknown,"Fitzgerald Inc was marked as a closed won deal through a partner program, but there is insufficient information to determine its industry or company type."
372,372,1CBCC0a96EB42c5,Caroline Cardenas,Brent,Baker,"Richard, Reynolds and Morales",0013465314661,4572297388 ext 442,mdunlap@trevino.com,clarencepennington@whitney.biz,daniel-ayers.org,Social Media,Disqualified,Early name they.,True,True,mdunlap@trevino.com,trevino.com,True,True,0013465314661,daniel-ayers.org,1,100.0,High,Unknown,Unknown,"The company information provided is insufficient to determine the industry, business type, or specific activities."
373,373,c3b3C61DF14EFf7,Robin Mcgee,Gail,Pierce,Owen Inc,3949023466,8599817808 ext 204,lmedina@barrera.biz,lbrock@pope.com,mckay-levy.com,Trade Show,Proposal Sent,Fund require prove audience street realize.,True,True,lmedina@barrera.biz,barrera.biz,True,True,3949023466,mckay-levy.com,1,100.0,High,Unknown,Unknown,Owen Inc is a company that engaged as a lead at a trade show with a proposal currently pending.
374,374,68AFe4eF92D476A,Randy Gutierrez,Anthony,Osborne,Santana Group,5405890542 ext 1546,9955771257,gabriel46@forbes.com,drussell@leblanc-hancock.com,cantrell.org,Google Ads,On Hold,Industry somebody government time accept growth.,True,True,gabriel46@forbes.com,forbes.com,True,True,5405890542 ext 1546,cantrell.org,1,100.0,High,Government,Unknown,Santana Group is associated with the government industry.
375,375,b5faCe41dE583e6,Gregg Farley,Sara,Mcknight,Mcintosh Ltd,7687769876 ext 9410,14595217733 ext 9489,murillomonica@webster-lutz.info,qhudson@walters.com,patel.com,Trade Show,Contacted,Growth forget outside public mention top.,True,True,murillomonica@webster-lutz.info,webster-lutz.info,True,True,7687769876 ext 9410,patel.com,1,100.0,High,Unknown,Unknown,"Mcintosh Ltd was identified as a lead at a trade show, but there is insufficient information provided to determine its specific industry or company type."
376,376,7cFEdcDCCCFa35c,Kerry Schmitt,Gregory,Stark,Marsh LLC,3073410026,9709574687 ext 30103,epage@lowery.net,qvincent@haney-hayes.com,gonzalez.com,Partner Program,Re-Engagement,Far as when lot already door happy.,True,True,epage@lowery.net,lowery.net,True,True,3073410026,gonzalez.com,1,100.0,High,Unknown,Unknown,"Marsh LLC is a company currently in a re-engagement deal stage, with no specific information provided regarding its industry or business operations."
377,377,4Da76fdCe3a3A3B,Johnathan Blevins,Rose,Russell,Stout Group,15014885871 ext 9496,16154838115 ext 8166,vickisimon@parks.com,ipham@horne.net,duke-christian.com,Website Form,Closed Won,Answer son smile notice one team reason.,True,True,vickisimon@parks.com,parks.com,True,True,15014885871 ext 9496,duke-christian.com,1,100.0,High,Unknown,Unknown,"The provided information for Stout Group is insufficient to determine the company's industry, type, or specific business activities."
378,378,367c2D7e03F9Af6,Jodi Wolf,Bernard,Dodson,Durham-Bowen,7812657488,3537885591 ext 845,sethcoffey@riddle-ali.com,jeffmiles@marshall.com,michael.net,Retargeting Ads,Disqualified,Act care under radio after newspaper.,True,True,sethcoffey@riddle-ali.com,riddle-ali.com,True,True,7812657488,michael.net,1,100.0,High,Unknown,Unknown,"There is insufficient information to determine the industry, company type, or business operations of Durham-Bowen."
379,379,C8F282c5b00416E,John Hester,Sabrina,Morris,"Trujillo, Anderson and Tapia",6165982578 ext 575,0019606645251 ext 28616,leonreginald@vazquez.net,gromero@vincent.com,dodson.net,Partner Program,Disqualified,Risk total color.,True,True,leonreginald@vazquez.net,vazquez.net,True,False,6165982578 ext 575,dodson.net,1,100.0,High,Unknown,Unknown,"The company Trujillo, Anderson and Tapia is categorized as disqualified based on partner program data with no specific industry or company information available."
380,380,9e7D93D8fca31B5,Tristan Henderson,Justin,Weeks,Abbott Ltd,0016308140129 ext 0268,16805539973 ext 9473,randolphisabella@brady-kent.com,landryjaime@serrano.com,fisher.com,Cold Call,Re-Engagement,Himself first clear where.,True,True,randolphisabella@brady-kent.com,brady-kent.com,False,True,0016308140129 ext 0268,fisher.com,1,100.0,Medium,Unknown,Unknown,The provided information about Abbott Ltd is insufficient to determine its industry or company type.
381,381,3426Db0293f7063,Darrell Booth,Ebony,Jordan,Roach-Allison,6377160411,6649949320,guerraryan@stout.biz,vpierce@schmidt.com,mullins.net,Cold Email,New Lead,Everyone near deep.,True,True,guerraryan@stout.biz,stout.biz,True,True,6377160411,mullins.net,1,100.0,High,Unknown,Unknown,There is insufficient information provided to determine the industry or company type for Roach-Allison.
382,382,fCBEE2A3aF1CFf8,Jack Schwartz,Judith,Wade,"Delacruz, Gates and Gordon",15647368209 ext 6067,15236584653,shieldsstacey@sheppard.com,staciemayo@brady.net,griffith-trujillo.biz,Direct Traffic,Negotiation,Class miss when yes.,True,True,shieldsstacey@sheppard.com,sheppard.com,True,True,15647368209 ext 6067,griffith-trujillo.biz,1,100.0,High,Unknown,Unknown,The company information provided is insufficient to determine a specific industry or business type.
383,383,Fc3f8d44B43608b,Dana Bradley,Aimee,Burton,"Singleton, Hays and Hardy",5675653219,4159269125 ext 9362,marc50@williams.biz,tyrone43@fritz.com,compton-compton.com,Other,Re-Engagement,Outside point meet better night bar.,True,True,marc50@williams.biz,williams.biz,True,True,5675653219,compton-compton.com,1,100.0,High,Unknown,Unknown,"There is insufficient information available to determine the industry or company type for Singleton, Hays and Hardy."
384,384,02FdF9f91E76fe0,Ricardo French,Barry,Sellers,Gillespie-Cochran,6524409095,0016872172900 ext 439,sacevedo@randolph-rojas.com,peggy42@joseph-shepherd.com,goodman.com,Purchased List,On Hold,Outside hit design although task property.,True,True,sacevedo@randolph-rojas.com,randolph-rojas.com,True,False,6524409095,goodman.com,1,100.0,High,Unknown,Unknown,There is insufficient information available to determine the industry or company type for Gillespie-Cochran based on the provided data.
385,385,43fC8fA4E91Ec3B,Diane Werner,Frances,Robbins,Henry-Bailey,4339804262 ext 61244,4402943754 ext 1489,fmcneil@nicholson.com,fmoon@espinoza-branch.com,kaiser-edwards.com,Referral,Closed Lost,Loss task move religious use.,True,True,fmcneil@nicholson.com,nicholson.com,True,True,4339804262 ext 61244,kaiser-edwards.com,1,100.0,High,Unknown,Unknown,"The company Henry-Bailey was identified through a referral and closed as a lost deal, with no specific information provided regarding its industry or operations."
386,386,2AFEFE6d92Abd1a,Crystal Owens,Gabriel,Nash,Blevins Ltd,0019406555855 ext 29642,9307444201,beverly20@roth.com,cgordon@howe.com,hobbs.com,Podcast,Negotiation,Radio quality recognize condition man increase sit enjoy.,True,True,beverly20@roth.com,roth.com,False,True,0019406555855 ext 29642,hobbs.com,2,100.0,Medium,Unknown,Unknown,"Blevins Ltd is currently in the negotiation stage, but insufficient information is provided to determine the company's industry or business model."
387,387,0cbFb8fd1aE2Cf8,Leroy Mooney,Krystal,Moon,"Anthony, Dunlap and English",0019668998483 ext 23960,3889892900 ext 1373,xtanner@duke.com,natasha99@atkins.biz,patterson.com,Chatbot,Disqualified,Campaign among Democrat meeting.,True,True,xtanner@duke.com,duke.com,False,True,0019668998483 ext 23960,patterson.com,1,100.0,Medium,Unknown,Unknown,The company was identified through a chatbot interaction and disqualified after being associated with a Democratic campaign meeting.
388,388,65Da9Aea5A9060A,Linda Sims,Shelley,Patrick,Walton LLC,5985952885 ext 0362,15934868171 ext 94681,yarias@shelton.com,joannehamilton@hernandez.com,fowler-tanner.com,Partner Program,On Hold,Read health southern already agency care.,True,True,yarias@shelton.com,shelton.com,True,False,5985952885 ext 0362,fowler-tanner.com,1,100.0,High,Healthcare,Unknown,Walton LLC is associated with the healthcare agency sector.
389,389,Ec99b7BC8284300,Brady Hale,Calvin,Hardy,Mccarty-Sawyer,0016452140814 ext 71056,0018246832991 ext 20430,pollardpeter@simpson.net,fsolis@harper.com,wallace.com,Other,New Lead,Respond officer drive experience.,True,True,pollardpeter@simpson.net,simpson.net,False,False,0016452140814 ext 71056,wallace.com,1,100.0,Medium,Unknown,Unknown,The available information provides insufficient evidence to determine the company's industry or business model.
390,390,a5B850f1E04ebe6,Calvin Wall,Dana,Stevenson,Mcgee Inc,3966331233,3554755093,levi67@morton-mosley.org,joe19@conner-hayes.com,bird-khan.net,Direct Traffic,Negotiation,Smile charge sort read matter.,True,True,levi67@morton-mosley.org,morton-mosley.org,True,True,3966331233,bird-khan.net,1,100.0,High,Unknown,Unknown,There is insufficient information available to determine the industry or company type for Mcgee Inc based on the provided data.
391,391,F0f5aCCfe701cDa,Douglas Petersen,Alexandria,Harrison,Chan-Santiago,7016542132 ext 9961,0012557104769 ext 4503,carterchloe@mckay.com,okaiser@moore-short.com,bolton.com,Other,Closed Won,Modern method parent relationship be up.,True,True,carterchloe@mckay.com,mckay.com,True,False,7016542132 ext 9961,bolton.com,1,100.0,High,Unknown,Unknown,"Chan-Santiago is a company associated with the domain mckay.com and the website bolton.com, with a closed won deal stage."
392,392,Bae5d8B25FF5Fd2,Duane Noble,Blake,Sanders,Santos-Mccoy,2172585386 ext 7724,0018565678658 ext 7279,tommy19@daniel.com,morrisandre@burke-holloway.org,huerta.biz,Trade Show,Closed Won,Possible hard hear case father.,True,True,tommy19@daniel.com,daniel.com,True,False,2172585386 ext 7724,huerta.biz,1,100.0,High,Unknown,Unknown,There is insufficient information to determine the industry or company type for Santos-Mccoy.
393,393,e9ed7A6cB377f3D,Shannon Whitney,Jenna,Oneill,"Boone, Kramer and Orr",0013417535683 ext 705,8787317885 ext 3872,chelsea25@huber.com,lshea@lloyd.info,strong.com,Chatbot,Closed Lost,Result wind least.,True,True,chelsea25@huber.com,huber.com,False,True,0013417535683 ext 705,strong.com,1,100.0,Medium,Unknown,Unknown,"The provided information contains insufficient data to determine the company's industry, type, or specific business activities."
394,394,7D81C37B03a5048,Darrell Orozco,Margaret,Mayer,Anderson-Cochran,9906866405 ext 404,0013348263291 ext 418,hwright@patterson.com,marciataylor@bennett.com,newton-dominguez.info,Content Marketing,Closed Lost,Above best activity enough student.,True,True,hwright@patterson.com,patterson.com,True,False,9906866405 ext 404,newton-dominguez.info,1,100.0,High,Unknown,Unknown,There is insufficient information provided to determine the industry or company type for Anderson-Cochran.
395,395,F3a12F7b4c8fFa2,Austin Alvarado,Justin,Dickerson,Price-Mcpherson,3979711621 ext 50620,15375585343 ext 0011,idixon@bird.biz,markpineda@price-carter.info,massey-long.com,Trade Show,Closed Lost,Right such senior around.,True,True,idixon@bird.biz,bird.biz,True,True,3979711621 ext 50620,massey-long.com,1,100.0,High,Unknown,Unknown,Price-Mcpherson is a company sourced from a trade show that reached a closed lost deal stage.
396,396,F10e8BadB2D8ADB,Roger Lee,Eddie,Morris,Hartman Inc,17066750977 ext 413,6398638357,cklein@scott.com,ashley72@solis.com,haney.info,Referral,Proposal Sent,Might expert card social race.,True,True,cklein@scott.com,scott.com,True,True,17066750977 ext 413,haney.info,1,100.0,High,Unknown,Unknown,"The company information provided is insufficient to determine the industry, company type, or specific business activities of Hartman Inc."
397,397,89dEEF319d1C147,Diane Crosby,Joanna,Fuentes,"Mcintyre, Cooke and Ray",4594365465 ext 22795,2132820962 ext 180,audrey67@kaiser.net,kelleyvanessa@hays-bailey.com,harris.com,Social Media,Negotiation,Drug some toward father history edge next.,True,True,audrey67@kaiser.net,kaiser.net,True,True,4594365465 ext 22795,harris.com,1,100.0,High,Unknown,Unknown,"There is insufficient information to determine the industry, company type, or business operations of Mcintyre, Cooke and Ray."
398,398,a8eF2E581f9E0ac,Mandy George,Gavin,Fields,Welch-Joseph,6486852260 ext 354,19984882019,deleonregina@burton.org,katherine43@doyle.com,meza-mcneil.com,Networking Event,Contacted,Like police since table something beautiful production.,True,True,deleonregina@burton.org,burton.org,True,True,6486852260 ext 354,meza-mcneil.com,1,100.0,High,Unknown,Unknown,"The company Welch-Joseph was identified at a networking event, but there is insufficient information to determine its industry or company type."
399,399,E3FFDB82Baa2f2f,Wesley Little,Benjamin,Gillespie,Potter PLC,0014176079387 ext 40105,3622987955 ext 52347,maxwelljordan@anthony-bell.com,xchandler@mckee.biz,lynn.com,Referral,New Lead,President among could traditional.,True,True,maxwelljordan@anthony-bell.com,anthony-bell.com,False,True,0014176079387 ext 40105,lynn.com,1,100.0,Medium,Unknown,Unknown,Potter PLC is a company identified through a referral with insufficient information to determine its industry or business model.
400,400,F9CB23a70303caC,Alison Short,Kristin,Moran,Moyer-Carrillo,6674649398,18498655603 ext 394,brittanyrandall@forbes-abbott.com,floresalexander@moss.com,hensley.biz,Facebook Ads,Contacted,Dinner exist do nice analysis plan.,True,True,brittanyrandall@forbes-abbott.com,forbes-abbott.com,True,True,6674649398,hensley.biz,1,100.0,High,Unknown,Unknown,The company Moyer-Carrillo was identified through Facebook Ads and is currently at the contacted deal stage.
401,401,32D2C39800734dE,Jacqueline Stephens,Kirsten,Small,"Mccullough, Kane and Herman",4199461505,12017504649 ext 4298,jterry@short-marquez.org,gregg61@logan.com,huynh-jones.net,Referral,Closed Won,Staff large participant road Congress degree talk usually.,True,True,jterry@short-marquez.org,short-marquez.org,True,True,4199461505,huynh-jones.net,1,100.0,High,Unknown,Unknown,The provided information does not contain sufficient details to determine the company's industry or business activities.
402,402,Ca947ceadd2e23B,Julian Estes,Howard,Hill,Snyder Inc,0017513104740,14735710517 ext 067,ginakemp@reeves.com,savannahhanson@mullen-avery.org,ross-arroyo.biz,Referral,Closed Lost,Chair since win really notice.,True,True,ginakemp@reeves.com,reeves.com,True,True,0017513104740,ross-arroyo.biz,1,100.0,High,Unknown,Unknown,"Snyder Inc is a business lead that reached a closed lost deal stage, with no specific information available regarding its industry or company operations."
403,403,8d33371F2c77cbd,Lynn Macias,Wesley,Koch,Powers Group,4903714513,16043589396 ext 15052,sotorobin@pacheco.info,alexandria51@becker-giles.org,solis.com,Google Ads,Re-Engagement,Indicate reduce recently fire campaign note society.,True,True,sotorobin@pacheco.info,pacheco.info,True,False,4903714513,solis.com,1,100.0,High,Unknown,Unknown,"Powers Group is being re-engaged as a business lead, with notes suggesting adjustments to a recent advertising campaign."
404,404,fcE2fab3E8b4bA6,Alyssa Hanson,Christy,Carson,Adams-Coleman,2847472585,5476039078,joannaliu@costa.biz,savagebrandy@malone.org,barton-reyes.info,Social Media,Qualified,Admit few address station.,True,True,joannaliu@costa.biz,costa.biz,True,True,2847472585,barton-reyes.info,1,100.0,High,Unknown,Unknown,"There is insufficient information available about Adams-Coleman to determine its industry, company type, or primary activities."
405,405,f64Abc6BF2df39C,Yvonne Roberts,Seth,Wilkins,Henson-Peters,6748583655,9403479150,melanie21@cooper.com,alecwong@gross-kirk.com,barr.com,Organic Search (Seo),Closed Lost,Democratic while amount teach indeed indeed.,True,True,melanie21@cooper.com,cooper.com,True,True,6748583655,barr.com,1,100.0,High,Unknown,Unknown,"The company Henson-Peters is associated with the websites barr.com and cooper.com, but insufficient information is provided to determine its industry or company type."
406,406,0bDB9Ec6a5F85CC,Joanna Murray,Marisa,Walls,"Osborne, Bond and Dodson",7069666710 ext 10825,7648658660,pedro66@pittman.org,averyjenna@taylor-durham.com,higgins-yoder.com,Networking Event,Contacted,New contain record upon.,True,True,pedro66@pittman.org,pittman.org,True,True,7069666710 ext 10825,higgins-yoder.com,1,100.0,High,Unknown,Unknown,"Osborne, Bond and Dodson is a company identified through a networking event with no available information regarding their specific industry or business operations."
407,407,AA7a75fF57001FD,George Carpenter,Karina,Burch,Hensley LLC,2806324184,7642603431 ext 8641,kwade@thomas-parks.com,xwatson@glover.biz,porter.net,Google Ads,Negotiation,City sort finally gas edge.,True,True,kwade@thomas-parks.com,thomas-parks.com,True,True,2806324184,porter.net,1,100.0,High,Unknown,Unknown,"Hensley LLC is a company currently in the negotiation stage, though specific information about its industry and business operations is insufficient."
408,408,C4C5054BcdC0AaE,Erika Novak,Johnny,Lawson,Torres and Sons,13502122038 ext 85413,0018209570530,jessica90@skinner-edwards.com,russellevelyn@woodward.com,spence-mcintosh.com,Retargeting Ads,Re-Engagement,Job knowledge sport off.,True,True,jessica90@skinner-edwards.com,skinner-edwards.com,False,True,13502122038 ext 85413,spence-mcintosh.com,2,100.0,Medium,Unknown,Unknown,There is insufficient information available to determine the industry or company type for Torres and Sons.
409,409,a9882cE1eaD35AF,Susan Parker,Caitlyn,Sanford,Burke-Buck,4196157861,9016012777,brent13@walsh.com,mandydavies@rice.com,stein.biz,Organic Search (Seo),Disqualified,International line best few.,True,True,brent13@walsh.com,walsh.com,True,True,4196157861,stein.biz,1,100.0,High,Unknown,Unknown,"Burke-Buck is a business entity captured through organic search, currently listed in the disqualified deal stage."
410,410,EcEFb9F671BFEcd,Phillip Dennis,Lisa,Ware,"Glenn, Summers and Pace",9546496828,16388818713 ext 648,lydia26@harrell-patrick.com,kaylee54@nixon.org,parsons.info,Chatbot,Closed Lost,Opportunity start away kind environmental.,True,True,lydia26@harrell-patrick.com,harrell-patrick.com,True,True,9546496828,parsons.info,1,100.0,High,Unknown,Unknown,"The provided information for Glenn, Summers and Pace is insufficient to determine the company's industry, type, or specific business operations."
411,411,B062566089f3966,Joseph Olsen,Jaclyn,Glover,Shannon and Sons,0014256632053 ext 81189,19112293878 ext 2506,daguilar@french.info,psilva@howell-chavez.net,good.biz,Website Form,Re-Engagement,Paper remember likely get.,True,True,daguilar@french.info,french.info,False,True,0014256632053 ext 81189,good.biz,1,100.0,Medium,Unknown,Unknown,The company provided contact information via a website form and is currently in the re-engagement stage of the sales pipeline.
412,412,f037c662dcC2639,Aaron Schmitt,Bryan,Keith,Hancock LLC,9184412955 ext 90629,3882354146,wharrell@benson.biz,orrshelley@fleming-shaffer.com,holland.org,Purchased List,Closed Lost,Red arm me thousand note cause somebody red.,True,True,wharrell@benson.biz,benson.biz,True,True,9184412955 ext 90629,holland.org,1,100.0,High,Unknown,Unknown,"Hancock LLC is a company associated with the domain holland.org, but there is insufficient information to determine its industry or business type."
413,413,3a5CBCB5fe73fF3,Tammie Nash,Holly,White,Salinas-Shelton,3789991830,2228055657 ext 794,robin64@lopez.biz,ooneal@peck.com,little.com,Organic Search (Seo),Negotiation,Yeah girl ever.,True,True,robin64@lopez.biz,lopez.biz,True,True,3789991830,little.com,1,100.0,High,Unknown,Unknown,There is insufficient information available to determine the industry or company type of Salinas-Shelton.
414,414,7F2C3FbCe6A0b51,Valerie Baird,Felicia,Kerr,Preston PLC,0013806876228,8117709185,rdeleon@saunders-gentry.com,garrettmadison@lopez.com,fritz.com,Podcast,Proposal Sent,Third have treat again behind care.,True,True,rdeleon@saunders-gentry.com,saunders-gentry.com,True,True,0013806876228,fritz.com,1,100.0,High,Unknown,Unknown,"Preston PLC is currently in the proposal stage of a business deal, with no specific information provided regarding its industry or operations."
415,415,2c2AbC7bfCE9284,Howard Wang,Alexa,Adams,Hobbs LLC,12016496524 ext 2543,8468381503 ext 1267,xsampson@escobar-francis.info,danielle33@clarke-hartman.info,french.biz,Website Form,On Hold,Measure should history book.,True,True,xsampson@escobar-francis.info,escobar-francis.info,True,True,12016496524 ext 2543,french.biz,1,100.0,High,Unknown,Unknown,Hobbs LLC submitted a form via their website with notes that provide no specific information regarding their industry or company operations.
416,416,63aCCC2fbDCc481,Kurt Brandt,Megan,Jensen,Mccarty-Stanton,8116825615,4356306676 ext 6612,maxwellclayton@goodwin.com,geoffrey88@hinton.com,johnson.net,Social Media,Re-Engagement,Manager middle there break size day financial.,True,True,maxwellclayton@goodwin.com,goodwin.com,True,True,8116825615,johnson.net,1,100.0,High,Unknown,Unknown,There is insufficient information to determine the industry or company type of Mccarty-Stanton based on the provided data.
417,417,Add0aa3C89Ecea8,Carlos Noble,Juan,Shaw,Frye-Newman,7539122651,7263132890 ext 669,dorseyjo@vega.com,sfuentes@oneal.net,maxwell.org,Networking Event,Closed Lost,Enjoy us series letter.,True,True,dorseyjo@vega.com,vega.com,True,True,7539122651,maxwell.org,1,100.0,High,Unknown,Unknown,There is insufficient information available regarding Frye-Newman to determine its industry or company type.
418,418,33aA17ec83aD5ca,Kristin Gonzalez,Olivia,Olsen,"Morse, Potter and Lyons",0019925517044,7817856203,amandatanner@thompson-perry.com,tsteele@houston-anderson.com,stanley.com,Purchased List,Closed Won,Since cultural follow receive boy camera.,True,True,amandatanner@thompson-perry.com,thompson-perry.com,True,True,0019925517044,stanley.com,1,100.0,High,Unknown,Unknown,"There is insufficient information available to determine the industry or company type for Morse, Potter and Lyons."
419,419,5F61FaD2c7BE618,Linda Murillo,Darryl,Owen,"Booker, Golden and Costa",3712334817 ext 0716,8178311209 ext 05844,krausetonya@vincent-manning.com,herbert64@riggs-lane.com,coleman.info,Other,New Lead,Financial drive each almost.,True,True,krausetonya@vincent-manning.com,vincent-manning.com,True,True,3712334817 ext 0716,coleman.info,1,100.0,High,Finance,Finance,"Booker, Golden and Costa is a company operating within the financial sector."
420,420,661A86Df79F044E,Connie Oliver,Ashlee,Swanson,Gonzales PLC,0019954341126 ext 034,3784224575 ext 9668,mburns@fox.com,jordanwood@haney.biz,randolph-mata.info,Website Form,Qualified,Perhaps I order play return mother hundred lose.,True,True,mburns@fox.com,fox.com,False,True,0019954341126 ext 034,randolph-mata.info,1,100.0,Medium,Unknown,Unknown,There is insufficient information available regarding the company's industry or business activities.
421,421,2e9DBf3d68F5E2C,Shawn Hicks,Katie,Franco,"Hood, Booth and Kramer",8037537906,14336327339 ext 6262,mclaughlintara@vazquez.com,madisonmaxwell@saunders-small.org,newton.net,Webinars,Re-Engagement,Suddenly anyone knowledge grow college if three long.,True,True,mclaughlintara@vazquez.com,vazquez.com,True,True,8037537906,newton.net,1,100.0,High,Unknown,Unknown,There is insufficient information to determine the company's industry or business model.
422,422,B91f3480d751f8a,Toni Duncan,Marco,Gill,"Burton, Strong and Shannon",17175147359 ext 259,3942892078,faulknerpedro@chaney.net,yolandachandler@greer.com,mack.info,Webinars,Contacted,Similar eye often detail.,True,True,faulknerpedro@chaney.net,chaney.net,True,True,17175147359 ext 259,mack.info,1,100.0,High,Unknown,Unknown,"The available information provides no clear evidence regarding the industry or company type for Burton, Strong and Shannon."
423,423,cBBDBf3c0AF8FbB,Clifford Moyer,Bianca,Stuart,Arroyo-Friedman,6718217045 ext 81436,0012306195957 ext 36620,shelbypage@rose.com,jerome87@peck.com,hensley-webb.org,Purchased List,Disqualified,Consumer every long recognize recent collection term.,True,True,shelbypage@rose.com,rose.com,True,False,6718217045 ext 81436,hensley-webb.org,1,100.0,High,Unknown,Unknown,The provided information for Arroyo-Friedman is insufficient to determine the company's industry or business model.
424,424,9F1A4A6Ec683cEd,Jennifer Chapman,Johnny,Jacobson,Ortega Inc,3646451564 ext 08865,13668663787,emolina@barber.net,bridgescharles@castaneda.biz,mcfarland.biz,Other,Qualified,Many participant later black.,True,True,emolina@barber.net,barber.net,True,True,3646451564 ext 08865,mcfarland.biz,1,100.0,High,Unknown,Unknown,There is insufficient information available about Ortega Inc to determine its industry or company type.
425,425,ECEAecC1d2AEf9c,Sheri Holloway,Mindy,Russo,Lutz-Donovan,18016014031,18818516007 ext 6920,huntjonathon@goodman.net,perrywalter@mcdaniel-frank.net,cunningham-bird.com,Direct Traffic,Re-Engagement,Nice color read history analysis decade field.,True,True,huntjonathon@goodman.net,goodman.net,True,True,18016014031,cunningham-bird.com,1,100.0,High,Unknown,Unknown,"Lutz-Donovan is a lead identified through direct traffic with notes referencing historical data analysis, but there is insufficient information to determine their industry or business type."
426,426,9be2DBaefc1c4ae,Kylie Nelson,Crystal,Le,Brennan Inc,9086814918 ext 189,17988307515,ehall@santana.com,bernardmicheal@spence.com,buckley.info,Social Media,On Hold,Especially enjoy camera group within.,True,True,ehall@santana.com,santana.com,True,True,9086814918 ext 189,buckley.info,1,100.0,High,Photography and Imaging,Unknown,"Brennan Inc is associated with a camera-related group, suggesting involvement in the photography or imaging sector."
427,427,2Cb2e4Da7EDc44A,Kari Hodge,Noah,Horn,Wilcox PLC,2422115665 ext 99572,4684548527 ext 5419,perrylogan@perez.com,podonnell@blair.com,hines.net,Cold Call,Closed Won,National box market.,True,True,perrylogan@perez.com,perez.com,True,True,2422115665 ext 99572,hines.net,1,100.0,High,Packaging,Manufacturing,Wilcox PLC operates within the national box market.
428,428,1cB6B9a42A58FEa,Sonya Buckley,Gary,Gould,"Potts, Murillo and Holden",14342802146 ext 933,15627559763 ext 658,dchristensen@olson-bird.com,rshaw@lewis.com,lucas.com,Purchased List,Closed Lost,Rich sport may again drop team.,True,True,dchristensen@olson-bird.com,olson-bird.com,True,True,14342802146 ext 933,lucas.com,1,100.0,High,Unknown,Unknown,"Potts, Murillo and Holden is a company whose industry and business type cannot be determined from the provided notes regarding sports teams."
429,429,fD30a1D5D1fadcc,Krystal Fitzpatrick,Amy,Orr,"Johns, Franco and Acevedo",5865529770,0017304395103 ext 3919,wnash@lutz.com,lawsonyvette@anderson-luna.net,hicks-stevens.biz,Purchased List,Proposal Sent,Apply leave me seat.,True,True,wnash@lutz.com,lutz.com,True,False,5865529770,hicks-stevens.biz,1,100.0,High,Unknown,Unknown,"There is insufficient information available to determine the industry or company type for Johns, Franco and Acevedo."
430,430,DC10CBd53f28ACd,Gregg Nunez,Edward,Bridges,Rice-Ferguson,3764990860 ext 01309,3606776092,joel09@marks.org,bookerjanice@rowland-vaughan.com,simpson.biz,Networking Event,Re-Engagement,Meeting catch whole language open put.,True,True,joel09@marks.org,marks.org,True,True,3764990860 ext 01309,simpson.biz,1,100.0,High,Unknown,Unknown,The company Rice-Ferguson is currently in the re-engagement stage of a business deal following a meeting at a networking event.
431,431,3dCc7Ff21cd8C53,Evelyn Lynch,Krystal,Boyle,"Robles, Mcclain and Hurley",0017406167343 ext 863,9916874384 ext 5133,walterstami@oneal.com,richmathew@randolph.biz,stevens-ortiz.org,Purchased List,Closed Lost,Public however teacher time film.,True,True,walterstami@oneal.com,oneal.com,False,True,0017406167343 ext 863,stevens-ortiz.org,1,100.0,Medium,Unknown,Unknown,The available information is insufficient to determine the company's industry or business operations.
